"GroupID","Param","Value","GroupLevel"
"1283","SiteCount","1","Site"
"14707","ParticipantCount","6","Site"
"14707","SiteCount","1","Site"
"25348","ParticipantCount","9","Site"
"25348","SiteCount","1","Site"
"26115","ParticipantCount","4","Site"
"26115","SiteCount","1","Site"
"30336","ParticipantCount","8","Site"
"30336","SiteCount","1","Site"
"26499","ParticipantCount","2","Site"
"26499","SiteCount","1","Site"
"26117","ParticipantCount","7","Site"
"26117","SiteCount","1","Site"
"4712","ParticipantCount","2","Site"
"4712","SiteCount","1","Site"
"33671","ParticipantCount","2","Site"
"33671","SiteCount","1","Site"
"10081","ParticipantCount","1","Site"
"10081","SiteCount","1","Site"
"17799","ParticipantCount","3","Site"
"17799","SiteCount","1","Site"
"12937","ParticipantCount","6","Site"
"12937","SiteCount","1","Site"
"34694","ParticipantCount","9","Site"
"34694","SiteCount","1","Site"
"26213","ParticipantCount","5","Site"
"26213","SiteCount","1","Site"
"34341","ParticipantCount","9","Site"
"34341","SiteCount","1","Site"
"25449","ParticipantCount","4","Site"
"25449","SiteCount","1","Site"
"30984","ParticipantCount","2","Site"
"30984","SiteCount","1","Site"
"17208","ParticipantCount","4","Site"
"17208","SiteCount","1","Site"
"33348","ParticipantCount","2","Site"
"33348","SiteCount","1","Site"
"34643","ParticipantCount","5","Site"
"34643","SiteCount","1","Site"
"30741","ParticipantCount","3","Site"
"30741","SiteCount","1","Site"
"20531","ParticipantCount","9","Site"
"20531","SiteCount","1","Site"
"17717","ParticipantCount","7","Site"
"17717","SiteCount","1","Site"
"25858","ParticipantCount","4","Site"
"25858","SiteCount","1","Site"
"29813","ParticipantCount","3","Site"
"29813","SiteCount","1","Site"
"21655","ParticipantCount","2","Site"
"21655","SiteCount","1","Site"
"22681","ParticipantCount","1","Site"
"22681","SiteCount","1","Site"
"2392","ParticipantCount","5","Site"
"2392","SiteCount","1","Site"
"32920","ParticipantCount","2","Site"
"32920","SiteCount","1","Site"
"38248","ParticipantCount","2","Site"
"38248","SiteCount","1","Site"
"29476","ParticipantCount","1","Site"
"29476","SiteCount","1","Site"
"22677","ParticipantCount","8","Site"
"22677","SiteCount","1","Site"
"9844","ParticipantCount","5","Site"
"9844","SiteCount","1","Site"
"39025","ParticipantCount","7","Site"
"39025","SiteCount","1","Site"
"25605","ParticipantCount","9","Site"
"25605","SiteCount","1","Site"
"6530","ParticipantCount","6","Site"
"6530","SiteCount","1","Site"
"38249","ParticipantCount","4","Site"
"38249","SiteCount","1","Site"
"34067","ParticipantCount","5","Site"
"34067","SiteCount","1","Site"
"26167","ParticipantCount","4","Site"
"26167","SiteCount","1","Site"
"28689","ParticipantCount","9","Site"
"28689","SiteCount","1","Site"
"17542","ParticipantCount","9","Site"
"17542","SiteCount","1","Site"
"10608","ParticipantCount","7","Site"
"10608","SiteCount","1","Site"
"17555","ParticipantCount","4","Site"
"17555","SiteCount","1","Site"
"37702","ParticipantCount","9","Site"
"37702","SiteCount","1","Site"
"9560","ParticipantCount","2","Site"
"9560","SiteCount","1","Site"
"13825","ParticipantCount","5","Site"
"13825","SiteCount","1","Site"
"384","ParticipantCount","4","Site"
"384","SiteCount","1","Site"
"1828","ParticipantCount","5","Site"
"1828","SiteCount","1","Site"
"34660","ParticipantCount","3","Site"
"34660","SiteCount","1","Site"
"25171","ParticipantCount","4","Site"
"25171","SiteCount","1","Site"
"16470","ParticipantCount","5","Site"
"16470","SiteCount","1","Site"
"33396","ParticipantCount","4","Site"
"33396","SiteCount","1","Site"
"9072","ParticipantCount","3","Site"
"9072","SiteCount","1","Site"
"18449","ParticipantCount","1","Site"
"18449","SiteCount","1","Site"
"29289","ParticipantCount","2","Site"
"29289","SiteCount","1","Site"
"6416","ParticipantCount","5","Site"
"6416","SiteCount","1","Site"
"531","ParticipantCount","10","Site"
"531","SiteCount","1","Site"
"14408","ParticipantCount","8","Site"
"14408","SiteCount","1","Site"
"25127","ParticipantCount","5","Site"
"25127","SiteCount","1","Site"
"1881","ParticipantCount","5","Site"
"1881","SiteCount","1","Site"
"17010","ParticipantCount","4","Site"
"17010","SiteCount","1","Site"
"37892","ParticipantCount","2","Site"
"37892","SiteCount","1","Site"
"17541","ParticipantCount","11","Site"
"17541","SiteCount","1","Site"
"38711","ParticipantCount","7","Site"
"38711","SiteCount","1","Site"
"391","ParticipantCount","6","Site"
"391","SiteCount","1","Site"
"6230","ParticipantCount","6","Site"
"6230","SiteCount","1","Site"
"29987","ParticipantCount","2","Site"
"29987","SiteCount","1","Site"
"4897","ParticipantCount","6","Site"
"4897","SiteCount","1","Site"
"16980","ParticipantCount","1","Site"
"16980","SiteCount","1","Site"
"US","ParticipantCount","289","Country"
"US","SiteCount","51","Country"
"UK","ParticipantCount","230","Country"
"UK","SiteCount","46","Country"
"Japan","ParticipantCount","245","Country"
"Japan","SiteCount","48","Country"
